important	2025-08-27 18:11:12_945	打开日志文件[/home/sunrise/xgo_demo/build/xgo_head/log/log.txt], 级别为1:debug, 超过10485760字节将重建文件。
debug	2025-08-27 18:11:35_020	interval not reach, ignor.
debug	2025-08-27 18:11:35_020	receive a body
debug	2025-08-27 18:11:35_021	body points num  19 , save.
debug	2025-08-27 18:11:35_050	interval not reach, ignor.
debug	2025-08-27 18:11:35_051	receive a body
debug	2025-08-27 18:11:35_051	body points num  19 , save.
debug	2025-08-27 18:11:35_081	receive a compressed Image, format is :jpeg,  size if :43703
debug	2025-08-27 18:11:35_092	1 body to draw.
debug	2025-08-27 18:11:35_094	receive a body
debug	2025-08-27 18:11:35_095	body points num  19 , save.
debug	2025-08-27 18:11:35_111	interval not reach, ignor.
debug	2025-08-27 18:11:35_111	receive a body
debug	2025-08-27 18:11:35_111	body points num  19 , save.
debug	2025-08-27 18:11:35_141	interval not reach, ignor.
debug	2025-08-27 18:11:35_142	receive a body
debug	2025-08-27 18:11:35_143	body points num  19 , save.
debug	2025-08-27 18:11:35_171	interval not reach, ignor.
debug	2025-08-27 18:11:35_172	receive a body
debug	2025-08-27 18:11:35_173	body points num  19 , save.
debug	2025-08-27 18:11:35_202	receive a compressed Image, format is :jpeg,  size if :43788
debug	2025-08-27 18:11:35_213	1 body to draw.
debug	2025-08-27 18:11:35_214	receive a body
debug	2025-08-27 18:11:35_215	body points num  19 , save.
debug	2025-08-27 18:11:35_232	interval not reach, ignor.
debug	2025-08-27 18:11:35_232	receive a body
debug	2025-08-27 18:11:35_233	body points num  19 , save.
debug	2025-08-27 18:11:35_262	interval not reach, ignor.
debug	2025-08-27 18:11:35_263	receive a body
debug	2025-08-27 18:11:35_263	body points num  19 , save.
debug	2025-08-27 18:11:35_294	interval not reach, ignor.
debug	2025-08-27 18:11:35_294	receive a body
debug	2025-08-27 18:11:35_295	body points num  19 , save.
debug	2025-08-27 18:11:35_323	receive a body
debug	2025-08-27 18:11:35_323	body points num  19 , save.
debug	2025-08-27 18:11:35_353	receive a compressed Image, format is :jpeg,  size if :43587
debug	2025-08-27 18:11:35_365	1 body to draw.
debug	2025-08-27 18:11:35_367	receive a body
debug	2025-08-27 18:11:35_367	body points num  19 , save.
debug	2025-08-27 18:11:35_383	interval not reach, ignor.
debug	2025-08-27 18:11:35_384	receive a body
debug	2025-08-27 18:11:35_384	body points num  19 , save.
debug	2025-08-27 18:11:35_414	interval not reach, ignor.
debug	2025-08-27 18:11:35_414	receive a body
debug	2025-08-27 18:11:35_415	body points num  19 , save.
debug	2025-08-27 18:11:35_444	interval not reach, ignor.
debug	2025-08-27 18:11:35_474	receive a compressed Image, format is :jpeg,  size if :43546
debug	2025-08-27 18:11:35_485	1 body to draw.
debug	2025-08-27 18:11:35_488	receive a body
debug	2025-08-27 18:11:35_488	body points num  19 , save.
debug	2025-08-27 18:11:35_505	interval not reach, ignor.
debug	2025-08-27 18:11:35_505	receive a body
debug	2025-08-27 18:11:35_505	body points num  19 , save.
debug	2025-08-27 18:11:35_535	interval not reach, ignor.
debug	2025-08-27 18:11:35_535	receive a body
debug	2025-08-27 18:11:35_536	body points num  19 , save.
debug	2025-08-27 18:11:35_565	interval not reach, ignor.
debug	2025-08-27 18:11:35_566	receive a body
debug	2025-08-27 18:11:35_566	body points num  19 , save.
debug	2025-08-27 18:11:35_596	receive a compressed Image, format is :jpeg,  size if :43301
debug	2025-08-27 18:11:35_607	1 body to draw.
debug	2025-08-27 18:11:35_608	receive a body
debug	2025-08-27 18:11:35_608	body points num  19 , save.
debug	2025-08-27 18:11:35_626	interval not reach, ignor.
debug	2025-08-27 18:11:35_626	receive a body
debug	2025-08-27 18:11:35_627	body points num  19 , save.
debug	2025-08-27 18:11:35_656	interval not reach, ignor.
debug	2025-08-27 18:11:35_657	receive a body
debug	2025-08-27 18:11:35_657	body points num  19 , save.
debug	2025-08-27 18:11:35_687	interval not reach, ignor.
debug	2025-08-27 18:11:35_687	receive a body
debug	2025-08-27 18:11:35_688	body points num  19 , save.
debug	2025-08-27 18:11:35_717	receive a compressed Image, format is :jpeg,  size if :43034
debug	2025-08-27 18:11:35_729	1 body to draw.
debug	2025-08-27 18:11:35_730	receive a body
debug	2025-08-27 18:11:35_731	body points num  19 , save.
debug	2025-08-27 18:11:35_747	interval not reach, ignor.
debug	2025-08-27 18:11:35_748	receive a body
debug	2025-08-27 18:11:35_748	body points num  19 , save.
debug	2025-08-27 18:11:35_777	interval not reach, ignor.
debug	2025-08-27 18:11:35_778	receive a body
debug	2025-08-27 18:11:35_778	body points num  19 , save.
debug	2025-08-27 18:11:35_808	interval not reach, ignor.
debug	2025-08-27 18:11:35_808	receive a body
debug	2025-08-27 18:11:35_808	body points num  19 , save.
debug	2025-08-27 18:11:35_838	receive a compressed Image, format is :jpeg,  size if :42825
debug	2025-08-27 18:11:35_849	1 body to draw.
debug	2025-08-27 18:11:35_851	receive a body
debug	2025-08-27 18:11:35_851	body points num  19 , save.
debug	2025-08-27 18:11:35_868	interval not reach, ignor.
debug	2025-08-27 18:11:35_869	receive a body
